#Annotated with Bakta v1.9.3, https://github.com/oschwengers/bakta
#Database v5.1, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CP002315.1	2051	2245	-	FMBKCJ_18625	7.6	11.6		RefSeq:WP_157858415.1, SO:0001217, UniParc:UPI0002E6FB1B, UniRef:UniRef100_UPI0002E6FB1B, UniRef:UniRef50_UPI00017F3800, UniRef:UniRef90_UPI00017F3800
CP002315.1	3515	3799	+	FMBKCJ_18635	11.1	7.9		RefSeq:WP_010890344.1, SO:0001217, UniParc:UPI00000568A7, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP002315.1	14421	14618	-	FMBKCJ_18695	8.0	7.9		
CP002315.1	16618	16839	+	FMBKCJ_18705	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP002315.1	17001	17174	+	FMBKCJ_18710	6.8	9.3		RefSeq:WP_012614960.1, SO:0001217, UniParc:UPI00016B368A, UniRef:UniRef100_A0A0H3C422, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
CP002325.1	4215	4592	-	FMBKCJ_18750	14.9	6.2		SO:0001217, UniRef:UniRef50_A0A9N7BD82, UniRef:UniRef90_A0A9N7BD82
CP002325.1	6464	6739	+	FMBKCJ_18755	10.5	7.8		RefSeq:WP_238528652.1, SO:0001217, UniParc:UPI00031B8917, UniRef:UniRef100_UPI00031B8917, UniRef:UniRef50_A0A7U3YBH5, UniRef:UniRef90_A0A7U3YBH5
CP002325.1	23775	23963	+	FMBKCJ_18810	7.3	8.9		RefSeq:WP_044273305.1, SO:0001217, UniParc:UPI0002D2C017, UniRef:UniRef100_UPI0002D2C017, UniRef:UniRef50_UPI0002D2C017, UniRef:UniRef90_UPI0002D2C017
CP002325.1	24567	24941	-	FMBKCJ_18820	14.8	9.7		RefSeq:WP_014540522.1, SO:0001217, UniParc:UPI0001F23DFE, UniRef:UniRef100_UPI0001F23DFE, UniRef:UniRef50_UPI0001F23DFE, UniRef:UniRef90_UPI0001F23DFE
CP001652.1	15141	15299	+	FMBKCJ_18930	6.1	10.2		RefSeq:WP_012784224.1, SO:0001217, UniParc:UPI00016C5154, UniRef:UniRef100_UPI00016C5154, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP001652.1	18143	18736	+	FMBKCJ_18950	22.7	9.1		RefSeq:WP_010258362.1, SO:0001217, UniParc:UPI00016B33CF, UniRef:UniRef100_A0A0H3C267, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP001652.1	32920	34317	+	FMBKCJ_19045	52.8	6.6		RefSeq:WP_012784234.1, SO:0001217, UniParc:UPI0001AAF0D5, UniRef:UniRef100_UPI0001AAF0D5, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP094597.1	143540	143728	-	FMBKCJ_19845	7.2	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP094597.1	156801	157235	+	FMBKCJ_19900	16.9	10.1		RefSeq:WP_010889695.1, SO:0001217, UniParc:UPI0000057387, UniRef:UniRef100_O51178, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP094597.1	271808	272821	-	FMBKCJ_20435	39.1	4.3		RefSeq:WP_010889720.1, SO:0001217, UniParc:UPI00000573ED, UniRef:UniRef100_O51275, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP094597.1	367631	368056	+	FMBKCJ_20910	16.5	9.7		SO:0001217, UniParc:UPI0000057451, UniRef:UniRef100_O51335, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP094597.1	415864	416280	+	FMBKCJ_21135	16.3	10.4		RefSeq:WP_002556999.1, SO:0001217, UniParc:UPI000005747C, UniRef:UniRef100_O51365, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP094597.1	442940	443227	-	FMBKCJ_21250	11.3	9.9		RefSeq:WP_044283513.1, SO:0001217, UniParc:UPI00052A27E0, UniRef:UniRef100_UPI00052A27E0, UniRef:UniRef50_UPI00052A27E0, UniRef:UniRef90_UPI00052A27E0
CP094597.1	534351	534773	-	FMBKCJ_21755	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
CP094597.1	563360	564853	-	FMBKCJ_21900	59.3	6.0		RefSeq:WP_044283522.1, SO:0001217, UniParc:UPI00052A3973, UniRef:UniRef100_UPI00052A3973, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP094597.1	643943	644311	+	FMBKCJ_22245	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP094597.1	661774	662088	-	FMBKCJ_22320	11.3	8.7		RefSeq:WP_010889785.1, SO:0001217, UniParc:UPI000005755D, UniRef:UniRef100_O51576, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP094597.1	689363	689659	+	FMBKCJ_22420	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP094597.1	738314	738853	+	FMBKCJ_22670	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP094597.1	791522	792796	+	FMBKCJ_22925	48.7	4.6		RefSeq:WP_010889815.1, SO:0001217, UniParc:UPI000233F626, UniRef:UniRef100_O51690, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP094597.1	814040	814474	-	FMBKCJ_23045	17.6	9.3		RefSeq:WP_002557361.1, SO:0001217, UniParc:UPI00000575E7, UniRef:UniRef100_O51714, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP094606.1	5600	5980	+	FMBKCJ_23440	14.9	9.9		
CP094606.1	6453	6809	-	FMBKCJ_23445	14.0	9.9		
CP094607.1	1465	1821	+	FMBKCJ_23465	14.3	9.4		RefSeq:WP_010883928.1, SO:0001217, UniParc:UPI000005696E, UniRef:UniRef100_Q44728, UniRef:UniRef50_Q44728, UniRef:UniRef90_Q44728
CP094607.1	3653	3874	+	FMBKCJ_23475	8.6	5.7	PF05714.15|PFam54_60	PFAM:PF05714.15, RefSeq:WP_010258242.1, SO:0001217, UniParc:UPI00016B30E2, UniRef:UniRef100_G5IXH9, UniRef:UniRef50_G5IXH9, UniRef:UniRef90_G5IXH9
CP094607.1	16753	16848	-	FMBKCJ_23525	3.7	9.7		
CP094608.1	15412	15705	+	FMBKCJ_23555	11.6	9.6		RefSeq:WP_010883902.1, SO:0001217, UniParc:UPI0000057722, UniRef:UniRef100_H7C642, UniRef:UniRef50_H7C642, UniRef:UniRef90_H7C642
CP094617.1	8244	8369	-	FMBKCJ_23605	4.8	10.6		RefSeq:WP_012614988.1, SO:0001217, UniParc:UPI00016B3107, UniRef:UniRef100_A0A0H3C131, UniRef:UniRef50_A0A0H3C131, UniRef:UniRef90_A0A0H3C131
CP094617.1	8373	8495	-	FMBKCJ_23610	4.7	9.7		RefSeq:WP_012614991.1, SO:0001217, UniParc:UPI000188BFED, UniRef:UniRef100_A0A0H3C0J1, UniRef:UniRef50_A0A0H3C0J1, UniRef:UniRef90_A0A0H3C0J1
CP094617.1	20001	20216	+	FMBKCJ_23655	8.3	4.9		RefSeq:WP_029357333.1, SO:0001217, UniParc:UPI00016B3111, UniRef:UniRef100_UPI00016B3111, UniRef:UniRef50_A0A7W9ZC39, UniRef:UniRef90_UPI00017F3D76
CP094617.1	20704	20952	+	FMBKCJ_23660	10.1	10.2		
CP094617.1	23573	23788	-	FMBKCJ_23670	8.5	8.7		RefSeq:WP_080511133.1, SO:0001217, UniParc:UPI00016B3114, UniRef:UniRef100_UPI00016B3114, UniRef:UniRef50_A0A0H3C040, UniRef:UniRef90_UPI00016B3114
CP094609.1	118	825	+	FMBKCJ_23815	27.6	9.8		
CP094609.1	6877	6996	-	FMBKCJ_23850	4.9	5.4		
CP094609.1	8845	9030	+	FMBKCJ_23865	7.5	5.7		SO:0001217, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP094609.1	12247	12474	-	FMBKCJ_23885	8.7	8.5		RefSeq:WP_012665401.1, SO:0001217, UniParc:UPI0000056993, UniRef:UniRef100_UPI0000056993, UniRef:UniRef50_UPI00016B33E0, UniRef:UniRef90_UPI00016B33E0
CP094609.1	16390	16506	-	FMBKCJ_23910	4.5	5.0		
CP094609.1	16975	17070	-	FMBKCJ_23915	3.9	9.8		
CP094609.1	17070	17282	-	FMBKCJ_23920	8.4	6.2		RefSeq:WP_049755699.1, SO:0001217, UniParc:UPI00016B33E7, UniRef:UniRef100_UPI00016B33E7, UniRef:UniRef50_UPI00016B33E7, UniRef:UniRef90_UPI00016B33E7
CP094609.1	17624	17872	-	FMBKCJ_23925	9.6	9.9		RefSeq:WP_080745463.1, SO:0001217, UniParc:UPI000005699A, UniRef:UniRef100_UPI000005699A, UniRef:UniRef50_UPI000005699A, UniRef:UniRef90_UPI000005699A
CP094610.1	2222	2326	+	FMBKCJ_23970	3.9	9.5		SO:0001217, UniRef:UniRef50_UPI001C000447, UniRef:UniRef90_UPI001C000447
CP094610.1	12427	12870	-	FMBKCJ_24025	16.6	6.7		RefSeq:WP_010256673.1, SO:0001217, UniParc:UPI000005685A, UniRef:UniRef100_O50737, UniRef:UniRef50_O50737, UniRef:UniRef90_O50737
CP094610.1	13275	13613	-	FMBKCJ_24035	13.2	4.7		RefSeq:WP_010259656.1, SO:0001217, UniParc:UPI000005685C, UniRef:UniRef100_O50739, UniRef:UniRef50_O50739, UniRef:UniRef90_O50739
CP094610.1	13626	14459	-	FMBKCJ_24040	31.4	6.4		RefSeq:WP_010890292.1, SO:0001217, UniParc:UPI000005685D, UniRef:UniRef100_O50740, UniRef:UniRef50_O50740, UniRef:UniRef90_O50740
CP094610.1	18148	18945	-	FMBKCJ_24070	30.5	8.2		RefSeq:WP_010890297.1, SO:0001217, UniParc:UPI0000056862, UniRef:UniRef100_O50745, UniRef:UniRef90_Q66YQ9
CP094610.1	18955	19737	-	FMBKCJ_24075	29.8	5.6		RefSeq:WP_010890298.1, SO:0001217, UniParc:UPI0000056863, UniRef:UniRef100_O50746, UniRef:UniRef90_A0A0H3C5I5
CP094610.1	22777	23151	-	FMBKCJ_24090	14.0	5.6		RefSeq:WP_010256627.1, SO:0001217, UniParc:UPI0000056866, UniRef:UniRef100_O50749, UniRef:UniRef50_O50749, UniRef:UniRef90_O50749
CP094610.1	23840	24226	-	FMBKCJ_24100	14.9	9.2		RefSeq:WP_010256620.1, SO:0001217, UniParc:UPI0000056868, UniRef:UniRef100_O50751, UniRef:UniRef50_O50751, UniRef:UniRef90_O50751
CP094610.1	28972	29736	-	FMBKCJ_24130	29.2	9.8		RefSeq:WP_010890304.1, SO:0001217, UniParc:UPI000005686E, UniRef:UniRef100_O50757, UniRef:UniRef50_O50757, UniRef:UniRef90_O50757
CP094611.1	13833	13952	-	FMBKCJ_24170	4.4	4.6		RefSeq:WP_012614965.1, SO:0001217, UniParc:UPI00016B2E1E, UniRef:UniRef100_A0A0H3C151, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
CP094612.1	16952	17131	-	FMBKCJ_24290	6.9	6.2		SO:0001217, UniRef:UniRef50_UPI00017F2C9A, UniRef:UniRef90_UPI00017F2C9A
CP094600.1	28068	28250	+	FMBKCJ_24760	6.9	7.9		RefSeq:WP_012664891.1, SO:0001217, UniParc:UPI000005767B, UniRef:UniRef100_UPI000005767B, UniRef:UniRef50_UPI000005767B, UniRef:UniRef90_UPI000005767B
CP094601.1	1306	1458	+	FMBKCJ_24780	6.0	4.9		
CP094601.1	21974	22252	+	FMBKCJ_24945	10.7	4.5		
CP094602.1	27924	28490	+	FMBKCJ_25190	21.8	8.8		RefSeq:WP_010883820.1, SO:0001217, UniParc:UPI00000576C6, UniRef:UniRef100_Q9S0A4, UniRef:UniRef90_Q9S073
CP094603.1	28886	29452	+	FMBKCJ_25405	21.8	8.8		RefSeq:WP_010883850.1, SO:0001217, UniParc:UPI00000576EB, UniRef:UniRef100_Q9S073, UniRef:UniRef90_Q9S073
CP094605.1	3825	3953	+	FMBKCJ_25655	4.4	9.7		SO:0001217, UniRef:UniRef50_B9X9J8
CP094605.1	10283	10504	+	FMBKCJ_25720	8.6	10.0		RefSeq:WP_044283637.1, SO:0001217, UniParc:UPI000307489A, UniRef:UniRef100_UPI000307489A, UniRef:UniRef50_UPI000307489A, UniRef:UniRef90_UPI000307489A
CP094605.1	25559	25780	-	FMBKCJ_25845	8.6	9.8		SO:0001217, UniRef:UniRef50_A0A1G4Q5U4
CP094605.1	28027	28545	+	FMBKCJ_25860	20.3	9.2		RefSeq:WP_012593060.1, SO:0001217, UniParc:UPI00017F48F3, UniRef:UniRef100_A0A0H3C438, UniRef:UniRef90_A0A0H3C438
CP094613.1	4655	4849	-	FMBKCJ_25895	7.6	11.6		SO:0001217, UniRef:UniRef50_UPI00017F3800
CP094613.1	6128	6403	+	FMBKCJ_25905	10.7	6.1		RefSeq:WP_010258413.1, SO:0001217, UniParc:UPI00016B3647, UniRef:UniRef100_O50813, UniRef:UniRef50_O50813, UniRef:UniRef90_O50813
CP094613.1	18114	18218	+	FMBKCJ_25960	4.3	8.0		
CP094613.1	18726	18926	+	FMBKCJ_25965	7.8	4.6		SO:0001217, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP094613.1	21665	21886	+	FMBKCJ_25975	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP094613.1	22047	22220	+	FMBKCJ_25980	6.7	9.4		RefSeq:WP_010890345.1, SO:0001217, UniParc:UPI00000568C0, UniRef:UniRef100_O50838, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
CP094613.1	22826	23410	-	FMBKCJ_25985	22.1	5.3		RefSeq:WP_052403610.1, SO:0001217, UniParc:UPI0003233FA8, UniRef:UniRef100_UPI0003233FA8, UniRef:UniRef50_A0A0H3BZV3, UniRef:UniRef90_A0A0H3BZV3
CP094613.1	24046	24423	+	FMBKCJ_25995	13.9	5.6		RefSeq:WP_015899368.1, SO:0001217, UniParc:UPI00000568C3, UniRef:UniRef100_UPI00000568C3, UniRef:UniRef50_UPI00016B379E, UniRef:UniRef90_UPI00016B379E
CP094613.1	26338	26556	-	FMBKCJ_26010	8.3	5.0		RefSeq:WP_010890349.1, SO:0001217, UniParc:UPI00000568C6, UniRef:UniRef100_O50844, UniRef:UniRef50_O50844, UniRef:UniRef90_O50844
CP094614.1	686	970	+	FMBKCJ_26065	10.9	9.0	PF05714.15|PFam54_60	PFAM:PF05714.15
CP094614.1	8636	8911	-	FMBKCJ_26085	10.4	9.9		SO:0001217, UniRef:UniRef50_O50768, UniRef:UniRef90_O50768
CP094614.1	9799	9927	-	FMBKCJ_26090	4.9	10.2		
CP094614.1	34130	34426	-	FMBKCJ_26180	11.1	9.9		RefSeq:WP_010257615.1, SO:0001217, UniParc:UPI000005689B, UniRef:UniRef100_O50801, UniRef:UniRef50_O50801, UniRef:UniRef90_O50801
CP094614.1	37173	37391	-	FMBKCJ_26200	7.7	9.5		
CP094614.1	38107	38280	-	FMBKCJ_26210	6.5	10.1		RefSeq:WP_157658503.1, SO:0001217, UniParc:UPI000301E9DF, UniRef:UniRef100_UPI000301E9DF, UniRef:UniRef50_UPI001304CA02, UniRef:UniRef90_UPI001304CA02
CP094615.1	15077	15235	+	FMBKCJ_26305	6.1	10.2		RefSeq:WP_010259080.1, SO:0001217, UniParc:UPI0000056910, UniRef:UniRef100_UPI0000056910, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP094615.1	18057	18650	+	FMBKCJ_26325	22.7	9.1		RefSeq:WP_010890382.1, SO:0001217, UniParc:UPI0000056917, UniRef:UniRef100_O50923, UniRef:UniRef50_O50923, UniRef:UniRef90_O50923
CP094615.1	32898	34295	+	FMBKCJ_26420	52.8	6.5		RefSeq:WP_012622802.1, SO:0001217, UniParc:UPI000005692B, UniRef:UniRef100_A0A7U4DJ15, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP094615.1	51635	52108	+	FMBKCJ_26525	17.2	8.9		
CP094615.1	52123	52251	+	FMBKCJ_26530	4.8	4.6		SO:0001217, UniRef:UniRef50_A0A0H3C151
CP094615.1	52264	52407	+	FMBKCJ_26535	5.1	10.1		
CP094616.1	2107	2301	-	FMBKCJ_26560	7.8	6.7		
CP094616.1	6283	6621	-	FMBKCJ_26590	13.6	9.7		
CP094616.1	31839	32405	+	FMBKCJ_26775	21.8	9.1		RefSeq:WP_010883937.1, SO:0001217, UniParc:UPI0000057752, UniRef:UniRef100_Q9RZY1, UniRef:UniRef90_Q9S073
CP094616.1	37763	38143	-	FMBKCJ_26810	14.3	6.7		RefSeq:WP_231013320.1, SO:0001217, UniParc:UPI0003F834B4, UniRef:UniRef100_UPI0000057758, UniRef:UniRef50_UPI0000057758, UniRef:UniRef90_UPI0000057758
CP094616.1	38512	39024	-	FMBKCJ_26815	19.4	8.8		RefSeq:WP_164928174.1, SO:0001217, UniParc:UPI000005775A, UniRef:UniRef100_UPI000005775A, UniRef:UniRef50_UPI00016C5603, UniRef:UniRef90_UPI0004280BBD
CP094616.1	39749	39880	-	FMBKCJ_26820	5.0	4.2		
CP094616.1	39906	40133	-	FMBKCJ_26825	8.6	8.7		RefSeq:WP_024705874.1, SO:0001217, UniParc:UPI000005775D, UniRef:UniRef100_UPI000005775D, UniRef:UniRef50_UPI001E5DCC1C, UniRef:UniRef90_UPI001E5DCC1C
CP094616.1	43862	44143	-	FMBKCJ_26835	11.3	10.0		RefSeq:WP_038379685.1, SO:0001217, UniParc:UPI00016C583C, UniRef:UniRef100_UPI0000057760, UniRef:UniRef50_A0A1L8ZA91, UniRef:UniRef90_A0A1L8ZA91
CP094616.1	44661	44930	+	FMBKCJ_26840	10.6	9.5		RefSeq:WP_012672645.1, SO:0001217, UniParc:UPI00016C583D, UniRef:UniRef100_UPI00016C583D, UniRef:UniRef50_UPI00016C583D, UniRef:UniRef90_UPI00016C583D
CP094616.1	51123	51476	-	FMBKCJ_26855	14.1	9.4		RefSeq:WP_257730687.1, SO:0001217, UniParc:UPI00214FDF78, UniRef:UniRef100_UPI00214FDF78, UniRef:UniRef50_Q44728, UniRef:UniRef90_UPI00214FDF78
CP031412.1	2	349	+	FMBKCJ_26865	13.5	8.1		SO:0001217, UniRef:UniRef50_A0A1L8ZDT6, UniRef:UniRef90_A0A7W9ZN91
CP031412.1	144053	144241	-	FMBKCJ_27565	7.2	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP031412.1	157314	157748	+	FMBKCJ_27620	16.9	10.2		RefSeq:WP_002661979.1, SO:0001217, UniParc:UPI00016C39E6, UniRef:UniRef100_UPI00016C39E6, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP031412.1	272331	273344	-	FMBKCJ_28155	39.1	4.3		RefSeq:WP_002661829.1, SO:0001217, UniParc:UPI00016C43D1, UniRef:UniRef100_UPI00016C43D1, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
CP031412.1	368164	368589	+	FMBKCJ_28630	16.5	9.8		SO:0001217, UniRef:UniRef50_O51335, UniRef:UniRef90_O51335
CP031412.1	416401	416817	+	FMBKCJ_28855	16.2	10.4		RefSeq:WP_115655792.1, SO:0001217, UniParc:UPI000E20BFC2, UniRef:UniRef100_UPI000E20BFC2, UniRef:UniRef50_B9X884, UniRef:UniRef90_O51365
CP031412.1	534892	535314	-	FMBKCJ_29470	16.5	10.2		RefSeq:WP_002557113.1, SO:0001217, UniParc:UPI00000574F5, UniRef:UniRef100_O51475, UniRef:UniRef50_W5SET4, UniRef:UniRef90_O51475
CP031412.1	563830	565323	-	FMBKCJ_29615	59.2	5.8		RefSeq:WP_002661448.1, SO:0001217, UniParc:UPI00016C3EEF, UniRef:UniRef100_UPI00016C3EEF, UniRef:UniRef50_D6RY37, UniRef:UniRef90_G0ALZ4
CP031412.1	644411	644779	+	FMBKCJ_29960	14.6	5.3		RefSeq:WP_002557204.1, SO:0001217, UniParc:UPI000005754F, UniRef:UniRef100_O51562, UniRef:UniRef50_O51562, UniRef:UniRef90_O51562
CP031412.1	662241	662555	-	FMBKCJ_30035	11.3	8.7		RefSeq:WP_002656819.1, SO:0001217, UniParc:UPI00016B2F7F, UniRef:UniRef100_UPI00016B2F7F, UniRef:UniRef50_O51576, UniRef:UniRef90_O51576
CP031412.1	689833	690129	+	FMBKCJ_30135	11.4	5.4		RefSeq:WP_002656076.1, SO:0001217, UniParc:UPI00016B30F1, UniRef:UniRef100_O51594, UniRef:UniRef50_O51594, UniRef:UniRef90_O51594
CP031412.1	738779	739318	+	FMBKCJ_30385	21.1	9.9		RefSeq:WP_002656268.1, SO:0001217, UniParc:UPI00000575A2, UniRef:UniRef100_O51644, UniRef:UniRef50_D6RW52, UniRef:UniRef90_O51644
CP031412.1	791986	793260	+	FMBKCJ_30640	48.6	4.5		RefSeq:WP_115655802.1, SO:0001217, UniParc:UPI000E20A407, UniRef:UniRef100_UPI000E20A407, UniRef:UniRef50_O51690, UniRef:UniRef90_O51690
CP031412.1	814513	814947	-	FMBKCJ_30760	17.6	9.3		RefSeq:WP_002661540.1, SO:0001217, UniParc:UPI00016C486E, UniRef:UniRef100_UPI00016C486E, UniRef:UniRef50_O51714, UniRef:UniRef90_O51714
CP031412.1	906126	906383	+	FMBKCJ_31120	10.3	8.6		SO:0001217, UniRef:UniRef50_A0A7U8EX85, UniRef:UniRef90_A0A7U8EX85
CP031399.1	5719	5883	-	FMBKCJ_31175	6.3	8.6		
CP031399.1	8470	8634	-	FMBKCJ_31190	6.3	8.6		
CP031400.1	3	143	+	FMBKCJ_31205	5.2	5.3		
CP031400.1	3086	3184	+	FMBKCJ_31215	3.9	9.1		
CP031401.1	1	264	-	FMBKCJ_31265	10.0	6.2	PF03796.19|DnaB_C	PFAM:PF03796.19
CP031402.1	2	178	+	FMBKCJ_31485	6.8	5.3		
CP031402.1	13387	13506	-	FMBKCJ_31520	4.4	4.6		SO:0001217, UniRef:UniRef50_A0A0H3C151, UniRef:UniRef90_A0A0H3C151
CP031402.1	26397	26768	-	FMBKCJ_31565	14.8	9.8		
CP031403.1	730	1086	+	FMBKCJ_31575	14.3	9.6		RefSeq:WP_012672402.1, SO:0001217, UniParc:UPI000198222F, UniRef:UniRef100_UPI000198222F, UniRef:UniRef50_Q44728, UniRef:UniRef90_A0A7U3YBP9
CP031403.1	1293	1391	+	FMBKCJ_31580	3.6	6.5		
CP031403.1	3608	3847	+	FMBKCJ_31595	8.8	9.7		RefSeq:WP_012615028.1, SO:0001217, UniParc:UPI00016B2DFC, UniRef:UniRef100_A0A7U3YBR9, UniRef:UniRef50_A0A7U3YBR9, UniRef:UniRef90_A0A7U3YBR9
CP031403.1	25492	25668	+	FMBKCJ_31685	6.9	9.6		RefSeq:WP_010257051.1, SO:0001217, UniParc:UPI00016B2F6F, UniRef:UniRef100_A0A7U4DJ52, UniRef:UniRef50_A0A7U4DJ52, UniRef:UniRef90_A0A7U4DJ52
CP031409.1	6264	6539	+	FMBKCJ_31705	10.5	6.3		RefSeq:WP_012622534.1, SO:0001217, UniParc:UPI00016B2DC2, UniRef:UniRef100_A0A7U3YBH5, UniRef:UniRef50_A0A7U3YBH5, UniRef:UniRef90_A0A7U3YBH5
CP031409.1	13343	13525	+	FMBKCJ_31740	7.0	8.1		SO:0001217, UniRef:UniRef50_UPI00016C53CC, UniRef:UniRef90_UPI00016C53CC
CP031408.1	23576	23716	+	FMBKCJ_31975	5.6	8.0		SO:0001217, UniRef:UniRef50_B8F187
CP031408.1	29619	29912	+	FMBKCJ_32035	10.5	5.0		RefSeq:WP_264080686.1, SO:0001217, UniParc:UPI000E29518B, UniRef:UniRef100_UPI000E29518B, UniRef:UniRef50_UPI000E29518B, UniRef:UniRef90_UPI000E29518B
CP031410.1	1	117	+	FMBKCJ_32055	4.1	4.4		
CP031410.1	12010	12270	+	FMBKCJ_32145	9.5	7.7		
CP031411.1	5253	5435	+	FMBKCJ_32205	7.0	7.7		
CP031405.1	19927	19995	+	FMBKCJ_32450	2.8	4.3		
CP031407.1	12693	12941	+	FMBKCJ_32540	9.8	6.3		RefSeq:WP_225972628.1, SO:0001217, UniParc:UPI000E29A8B5, UniRef:UniRef100_UPI000E29A8B5, UniRef:UniRef50_UPI000E29A8B5, UniRef:UniRef90_UPI000E29A8B5
CP031407.1	12984	13289	+	FMBKCJ_32545	11.9	9.3		RefSeq:WP_225972629.1, SO:0001217, UniParc:UPI000E295F27, UniRef:UniRef100_UPI000E295F27, UniRef:UniRef50_UPI000E295F27, UniRef:UniRef90_UPI000E295F27
CP031406.1	4500	4859	+	FMBKCJ_32590	13.4	6.8		SO:0001217, UniRef:UniRef50_G0ANT6, UniRef:UniRef90_A0A7W9ZP10
CP031406.1	8228	8428	+	FMBKCJ_32625	7.9	9.8		
CP031404.1	13603	13707	+	FMBKCJ_32855	4.3	8.0		
CP031404.1	14214	14414	+	FMBKCJ_32860	7.9	4.5		SO:0001217, UniParc:UPI000191DE9E, UniRef:UniRef100_A0A7U4DIY2, UniRef:UniRef50_A0A7U4DIY2, UniRef:UniRef90_A0A7U4DIY2
CP031404.1	17160	17381	+	FMBKCJ_32870	8.9	9.5		SO:0001217, UniParc:UPI00000568BF, UniRef:UniRef100_O50837, UniRef:UniRef50_O50837, UniRef:UniRef90_O50837
CP031404.1	17543	17716	+	FMBKCJ_32875	6.7	9.3		RefSeq:WP_012665886.1, SO:0001217, UniParc:UPI00016C4843, UniRef:UniRef100_A0A7U4DIW0, UniRef:UniRef50_O50838, UniRef:UniRef90_O50838
CP031404.1	27170	27949	-	FMBKCJ_32910	29.9	9.8		SO:0001217, UniRef:UniRef50_O50757, UniRef:UniRef90_UPI00016C55D9
CP031397.1	15301	15459	+	FMBKCJ_33005	6.1	10.0		RefSeq:WP_012672530.1, SO:0001217, UniParc:UPI00016C3C60, UniRef:UniRef100_UPI00016C3C60, UniRef:UniRef50_C0RC30, UniRef:UniRef90_A0A9N7G314
CP031397.1	33067	34464	+	FMBKCJ_33120	52.8	6.5		RefSeq:WP_012622802.1, SO:0001217, UniParc:UPI000005692B, UniRef:UniRef100_A0A7U4DJ15, UniRef:UniRef50_Q0SLV8, UniRef:UniRef90_A0A806CL76
CP124092.1	144291	144479	-	FMBKCJ_33935	7.2	9.3		SO:0001217, UniRef:UniRef50_G0AKV4, UniRef:UniRef90_G0AKV4
CP124092.1	157552	157986	+	FMBKCJ_33990	16.9	10.1		RefSeq:WP_010889695.1, SO:0001217, UniParc:UPI0000057387, UniRef:UniRef100_O51178, UniRef:UniRef50_O51178, UniRef:UniRef90_O51178
CP124092.1	272559	273572	-	FMBKCJ_34525	39.1	4.3		RefSeq:WP_010889720.1, SO:0001217, UniParc:UPI00000573ED, UniRef:UniRef100_O51275, UniRef:UniRef50_B7XST3, UniRef:UniRef90_O51275
